RACE_HISP,SEX,YEAR,BIRTHS
9,2,2035,778470
9,2,2036,771291
9,2,2037,763615
9,2,2038,755519
9,2,2039,747078
9,2,2040,738292
9,2,2041,729302
9,2,2042,720349
9,2,2043,711551
9,2,2044,702951
9,2,2045,694596
9,2,2046,686493
9,2,2047,678606
9,2,2048,670905
9,2,2049,663398
9,2,2050,656112
9,2,2051,649082
9,2,2052,642369
9,2,2053,636048
9,2,2054,630155
9,2,2055,624638
9,2,2056,619411
9,2,2057,614434
9,2,2058,609646
9,2,2059,604940
9,2,2060,600237
